id,latitude,longitude,heading,route_id,predictable,seconds_since_report,run_id,time,time_adjusted
8146,34.057018,-118.231216,276.0,33,True,176,33_575_1,2022-02-22 10:25:15,2022-02-22 10:22:19
8303,34.044174,-118.289398,75.0,33,True,19,33_589_0,2022-02-22 10:25:15,2022-02-22 10:24:56
8269,34.045029,-118.25013,30.0,33,True,124,33_589_0,2022-02-22 10:25:15,2022-02-22 10:23:11
8140,34.017941,-118.408546,225.0,33,True,71,33_575_1,2022-02-22 10:25:15,2022-02-22 10:24:04
3984,34.029572,-118.388161,236.0,33,True,19,33_574_1,2022-02-22 10:25:15,2022-02-22 10:24:56
3985,34.0487139,-118.24633,75.0,33,False,124,nan,2022-02-22 10:25:15,2022-02-22 10:23:11
3944,33.994015,-118.476006,220.0,33,True,72,33_593_0,2022-02-22 10:25:15,2022-02-22 10:24:03
3967,34.041397,-118.279007,105.0,33,True,176,33_593_0,2022-02-22 10:25:15,2022-02-22 10:22:19
8299,34.030918,-118.385307,56.0,33,True,136,33_589_0,2022-02-22 10:25:25,2022-02-22 10:23:09
4172,34.047173,-118.346664,260.0,33,True,214,33_575_1,2022-02-22 10:25:25,2022-02-22 10:21:51
4151,34.043461,-118.2836,285.0,33,True,58,33_575_1,2022-02-22 10:25:25,2022-02-22 10:24:27
8116,34.04269,-118.247803,-4.0,33,False,267,nan,2022-02-22 10:25:25,2022-02-22 10:20:58
8312,34.001358,-118.43811,59.0,33,True,136,33_589_0,2022-02-22 10:25:25,2022-02-22 10:23:09
8136,34.012413,-118.494164,120.0,33,True,293,33_589_0,2022-02-22 10:25:25,2022-02-22 10:20:32
8114,34.020058,-118.404419,56.0,33,True,162,33_593_0,2022-02-22 10:25:25,2022-02-22 10:22:43
4079,34.046677,-118.337059,90.0,33,True,32,33_593_0,2022-02-22 10:25:25,2022-02-22 10:24:53
8159,34.057621,-118.230927,21.0,33,True,136,33_575_1,2022-02-22 10:25:25,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,58,33_575_1,2022-02-22 10:25:25,2022-02-22 10:24:27
4093,34.002789,-118.435555,225.0,33,True,188,33_574_1,2022-02-22 10:25:25,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,188,33_575_1,2022-02-22 10:25:25,2022-02-22 10:22:17
8303,34.044174,-118.289398,75.0,33,True,32,33_589_0,2022-02-22 10:25:25,2022-02-22 10:24:53
8269,34.045029,-118.25013,30.0,33,True,136,33_589_0,2022-02-22 10:25:25,2022-02-22 10:23:09
8140,34.017941,-118.408546,225.0,33,True,84,33_575_1,2022-02-22 10:25:25,2022-02-22 10:24:01
3984,34.029572,-118.388161,236.0,33,True,32,33_574_1,2022-02-22 10:25:25,2022-02-22 10:24:53
3985,34.0487139,-118.24633,75.0,33,False,136,nan,2022-02-22 10:25:25,2022-02-22 10:23:09
3944,33.994015,-118.476006,220.0,33,True,84,33_593_0,2022-02-22 10:25:25,2022-02-22 10:24:01
3967,34.035347,-118.2658,120.0,33,True,6,33_593_0,2022-02-22 10:25:25,2022-02-22 10:25:19
8299,34.030918,-118.385307,56.0,33,True,144,33_589_0,2022-02-22 10:25:36,2022-02-22 10:23:12
4172,34.047173,-118.346664,260.0,33,True,222,33_575_1,2022-02-22 10:25:36,2022-02-22 10:21:54
4151,34.043461,-118.2836,285.0,33,True,66,33_575_1,2022-02-22 10:25:36,2022-02-22 10:24:30
8116,34.04269,-118.247803,-4.0,33,False,275,nan,2022-02-22 10:25:36,2022-02-22 10:21:01
8312,34.001358,-118.43811,59.0,33,True,144,33_589_0,2022-02-22 10:25:36,2022-02-22 10:23:12
8114,34.020058,-118.404419,56.0,33,True,170,33_593_0,2022-02-22 10:25:36,2022-02-22 10:22:46
4079,34.046677,-118.337059,90.0,33,True,40,33_593_0,2022-02-22 10:25:36,2022-02-22 10:24:56
8159,34.057621,-118.230927,21.0,33,True,144,33_575_1,2022-02-22 10:25:36,2022-02-22 10:23:12
8274,33.993851,-118.452957,45.0,33,True,66,33_575_1,2022-02-22 10:25:36,2022-02-22 10:24:30
4093,34.002789,-118.435555,225.0,33,True,196,33_574_1,2022-02-22 10:25:36,2022-02-22 10:22:20
8146,34.057018,-118.231216,276.0,33,True,196,33_575_1,2022-02-22 10:25:36,2022-02-22 10:22:20
8303,34.044174,-118.289398,75.0,33,True,40,33_589_0,2022-02-22 10:25:36,2022-02-22 10:24:56
8269,34.045029,-118.25013,30.0,33,True,144,33_589_0,2022-02-22 10:25:36,2022-02-22 10:23:12
8140,34.017941,-118.408546,225.0,33,True,92,33_575_1,2022-02-22 10:25:36,2022-02-22 10:24:04
3984,34.029572,-118.388161,236.0,33,True,40,33_574_1,2022-02-22 10:25:36,2022-02-22 10:24:56
3985,34.0487139,-118.24633,75.0,33,False,144,nan,2022-02-22 10:25:36,2022-02-22 10:23:12
3944,33.994015,-118.476006,220.0,33,True,92,33_593_0,2022-02-22 10:25:36,2022-02-22 10:24:04
3967,34.035347,-118.2658,120.0,33,True,14,33_593_0,2022-02-22 10:25:36,2022-02-22 10:25:22
8299,34.030918,-118.385307,56.0,33,True,157,33_589_0,2022-02-22 10:25:46,2022-02-22 10:23:09
4172,34.047173,-118.346664,260.0,33,True,235,33_575_1,2022-02-22 10:25:46,2022-02-22 10:21:51
4151,34.043461,-118.2836,285.0,33,True,78,33_575_1,2022-02-22 10:25:46,2022-02-22 10:24:28
8116,34.04269,-118.247803,-4.0,33,False,287,nan,2022-02-22 10:25:46,2022-02-22 10:20:59
8312,34.001358,-118.43811,59.0,33,True,157,33_589_0,2022-02-22 10:25:46,2022-02-22 10:23:09
8114,34.020058,-118.404419,56.0,33,True,183,33_593_0,2022-02-22 10:25:46,2022-02-22 10:22:43
4079,34.046677,-118.337059,90.0,33,True,52,33_593_0,2022-02-22 10:25:46,2022-02-22 10:24:54
8159,34.057621,-118.230927,21.0,33,True,157,33_575_1,2022-02-22 10:25:46,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,78,33_575_1,2022-02-22 10:25:46,2022-02-22 10:24:28
4093,34.002789,-118.435555,225.0,33,True,209,33_574_1,2022-02-22 10:25:46,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,209,33_575_1,2022-02-22 10:25:46,2022-02-22 10:22:17
8303,34.044174,-118.289398,75.0,33,True,52,33_589_0,2022-02-22 10:25:46,2022-02-22 10:24:54
8269,34.045029,-118.25013,30.0,33,True,157,33_589_0,2022-02-22 10:25:46,2022-02-22 10:23:09
8140,34.017941,-118.408546,225.0,33,True,104,33_575_1,2022-02-22 10:25:46,2022-02-22 10:24:02
3984,34.029572,-118.388161,236.0,33,True,52,33_574_1,2022-02-22 10:25:46,2022-02-22 10:24:54
3985,34.0487139,-118.24633,75.0,33,False,157,nan,2022-02-22 10:25:46,2022-02-22 10:23:09
3944,33.994015,-118.476006,220.0,33,True,105,33_593_0,2022-02-22 10:25:46,2022-02-22 10:24:01
3967,34.035347,-118.2658,120.0,33,True,26,33_593_0,2022-02-22 10:25:46,2022-02-22 10:25:20
8299,34.030918,-118.385307,56.0,33,True,165,33_589_0,2022-02-22 10:25:56,2022-02-22 10:23:11
4172,34.047173,-118.346664,260.0,33,True,243,33_575_1,2022-02-22 10:25:56,2022-02-22 10:21:53
4151,34.043461,-118.2836,285.0,33,True,87,33_575_1,2022-02-22 10:25:56,2022-02-22 10:24:29
8116,34.04269,-118.247803,-4.0,33,False,295,nan,2022-02-22 10:25:56,2022-02-22 10:21:01
8312,34.004494,-118.431885,45.0,33,True,8,33_589_0,2022-02-22 10:25:56,2022-02-22 10:25:48
8114,34.023659,-118.398094,45.0,33,True,8,33_593_0,2022-02-22 10:25:56,2022-02-22 10:25:48
4079,34.046677,-118.337059,90.0,33,True,60,33_593_0,2022-02-22 10:25:56,2022-02-22 10:24:56
8159,34.057621,-118.230927,21.0,33,True,165,33_575_1,2022-02-22 10:25:56,2022-02-22 10:23:11
8274,33.993851,-118.452957,45.0,33,True,87,33_575_1,2022-02-22 10:25:56,2022-02-22 10:24:29
4093,34.002789,-118.435555,225.0,33,True,217,33_574_1,2022-02-22 10:25:56,2022-02-22 10:22:19
8146,34.057018,-118.231216,276.0,33,True,217,33_575_1,2022-02-22 10:25:56,2022-02-22 10:22:19
8303,34.043762,-118.284515,112.0,33,True,8,33_589_0,2022-02-22 10:25:56,2022-02-22 10:25:48
8269,34.045029,-118.25013,30.0,33,True,165,33_589_0,2022-02-22 10:25:56,2022-02-22 10:23:11
8140,34.017941,-118.408546,225.0,33,True,113,33_575_1,2022-02-22 10:25:56,2022-02-22 10:24:03
3984,34.029572,-118.388161,236.0,33,True,60,33_574_1,2022-02-22 10:25:56,2022-02-22 10:24:56
3985,34.045139,-118.251213,135.0,33,True,8,33_574_1,2022-02-22 10:25:56,2022-02-22 10:25:48
3944,33.994015,-118.476006,220.0,33,True,113,33_593_0,2022-02-22 10:25:56,2022-02-22 10:24:03
3967,34.035347,-118.2658,120.0,33,True,34,33_593_0,2022-02-22 10:25:56,2022-02-22 10:25:22
8299,34.030918,-118.385307,56.0,33,True,177,33_589_0,2022-02-22 10:26:06,2022-02-22 10:23:09
4172,34.047173,-118.346664,260.0,33,True,255,33_575_1,2022-02-22 10:26:06,2022-02-22 10:21:51
4151,34.043461,-118.2836,285.0,33,True,99,33_575_1,2022-02-22 10:26:06,2022-02-22 10:24:27
8312,34.004494,-118.431885,45.0,33,True,20,33_589_0,2022-02-22 10:26:06,2022-02-22 10:25:46
8114,34.023659,-118.398094,45.0,33,True,20,33_593_0,2022-02-22 10:26:06,2022-02-22 10:25:46
4079,34.046677,-118.337059,90.0,33,True,73,33_593_0,2022-02-22 10:26:06,2022-02-22 10:24:53
8159,34.057621,-118.230927,21.0,33,True,177,33_575_1,2022-02-22 10:26:06,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,99,33_575_1,2022-02-22 10:26:06,2022-02-22 10:24:27
4093,34.002789,-118.435555,225.0,33,True,229,33_574_1,2022-02-22 10:26:06,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,229,33_575_1,2022-02-22 10:26:06,2022-02-22 10:22:17
8303,34.043762,-118.284515,112.0,33,True,20,33_589_0,2022-02-22 10:26:06,2022-02-22 10:25:46
8269,34.045029,-118.25013,30.0,33,True,177,33_589_0,2022-02-22 10:26:06,2022-02-22 10:23:09
8140,34.017941,-118.408546,225.0,33,True,125,33_575_1,2022-02-22 10:26:06,2022-02-22 10:24:01
3984,34.029572,-118.388161,236.0,33,True,73,33_574_1,2022-02-22 10:26:06,2022-02-22 10:24:53
3985,34.045139,-118.251213,135.0,33,True,20,33_574_1,2022-02-22 10:26:06,2022-02-22 10:25:46
3944,33.994015,-118.476006,220.0,33,True,125,33_593_0,2022-02-22 10:26:06,2022-02-22 10:24:01
3967,34.035347,-118.2658,120.0,33,True,47,33_593_0,2022-02-22 10:26:06,2022-02-22 10:25:19
8299,34.030918,-118.385307,56.0,33,True,185,33_589_0,2022-02-22 10:26:16,2022-02-22 10:23:11
4172,34.047173,-118.346664,260.0,33,True,264,33_575_1,2022-02-22 10:26:16,2022-02-22 10:21:52
4151,34.043461,-118.2836,285.0,33,True,107,33_575_1,2022-02-22 10:26:16,2022-02-22 10:24:29
8312,34.004494,-118.431885,45.0,33,True,29,33_589_0,2022-02-22 10:26:16,2022-02-22 10:25:47
8114,34.023659,-118.398094,45.0,33,True,29,33_593_0,2022-02-22 10:26:16,2022-02-22 10:25:47
4079,34.046677,-118.337059,90.0,33,True,81,33_593_0,2022-02-22 10:26:16,2022-02-22 10:24:55
8159,34.057621,-118.230927,21.0,33,True,185,33_575_1,2022-02-22 10:26:16,2022-02-22 10:23:11
8274,33.993851,-118.452957,45.0,33,True,107,33_575_1,2022-02-22 10:26:16,2022-02-22 10:24:29
4093,34.002789,-118.435555,225.0,33,True,238,33_574_1,2022-02-22 10:26:16,2022-02-22 10:22:18
8146,34.057018,-118.231216,276.0,33,True,238,33_575_1,2022-02-22 10:26:16,2022-02-22 10:22:18
8303,34.043762,-118.284515,112.0,33,True,29,33_589_0,2022-02-22 10:26:16,2022-02-22 10:25:47
8269,34.045029,-118.25013,30.0,33,True,185,33_589_0,2022-02-22 10:26:16,2022-02-22 10:23:11
8140,34.017941,-118.408546,225.0,33,True,133,33_575_1,2022-02-22 10:26:16,2022-02-22 10:24:03
3984,34.029572,-118.388161,236.0,33,True,81,33_574_1,2022-02-22 10:26:16,2022-02-22 10:24:55
3985,34.045055,-118.251411,60.0,33,True,3,33_574_1,2022-02-22 10:26:16,2022-02-22 10:26:13
3944,33.994015,-118.476006,220.0,33,True,133,33_593_0,2022-02-22 10:26:16,2022-02-22 10:24:03
3967,34.035347,-118.2658,120.0,33,True,55,33_593_0,2022-02-22 10:26:16,2022-02-22 10:25:21
8299,34.035706,-118.376816,45.0,33,True,15,33_589_0,2022-02-22 10:26:27,2022-02-22 10:26:12
4172,34.047173,-118.346664,260.0,33,True,276,33_575_1,2022-02-22 10:26:27,2022-02-22 10:21:51
4151,34.043461,-118.2836,285.0,33,True,119,33_575_1,2022-02-22 10:26:27,2022-02-22 10:24:28
8312,34.004494,-118.431885,45.0,33,True,41,33_589_0,2022-02-22 10:26:27,2022-02-22 10:25:46
8114,34.023659,-118.398094,45.0,33,True,41,33_593_0,2022-02-22 10:26:27,2022-02-22 10:25:46
4079,34.046677,-118.337059,90.0,33,True,93,33_593_0,2022-02-22 10:26:27,2022-02-22 10:24:54
8159,34.057621,-118.230927,21.0,33,True,197,33_575_1,2022-02-22 10:26:27,2022-02-22 10:23:10
8274,33.993851,-118.452957,45.0,33,True,119,33_575_1,2022-02-22 10:26:27,2022-02-22 10:24:28
4093,34.002789,-118.435555,225.0,33,True,250,33_574_1,2022-02-22 10:26:27,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,249,33_575_1,2022-02-22 10:26:27,2022-02-22 10:22:18
8303,34.043762,-118.284515,112.0,33,True,41,33_589_0,2022-02-22 10:26:27,2022-02-22 10:25:46
8269,34.0519869,-118.243607,30.0,33,True,15,33_589_0,2022-02-22 10:26:27,2022-02-22 10:26:12
8140,34.017941,-118.408546,225.0,33,True,145,33_575_1,2022-02-22 10:26:27,2022-02-22 10:24:02
3984,34.029572,-118.388161,236.0,33,True,93,33_574_1,2022-02-22 10:26:27,2022-02-22 10:24:54
3985,34.045055,-118.251411,60.0,33,True,15,33_574_1,2022-02-22 10:26:27,2022-02-22 10:26:12
3944,33.994015,-118.476006,220.0,33,True,145,33_593_0,2022-02-22 10:26:27,2022-02-22 10:24:02
3967,34.035347,-118.2658,120.0,33,True,67,33_593_0,2022-02-22 10:26:27,2022-02-22 10:25:20
8299,34.035706,-118.376816,45.0,33,True,23,33_589_0,2022-02-22 10:26:37,2022-02-22 10:26:14
4172,34.047173,-118.346664,260.0,33,True,284,33_575_1,2022-02-22 10:26:37,2022-02-22 10:21:53
4151,34.043461,-118.2836,285.0,33,True,128,33_575_1,2022-02-22 10:26:37,2022-02-22 10:24:29
8312,34.004494,-118.431885,45.0,33,True,49,33_589_0,2022-02-22 10:26:37,2022-02-22 10:25:48
8114,34.023659,-118.398094,45.0,33,True,49,33_593_0,2022-02-22 10:26:37,2022-02-22 10:25:48
4079,34.046677,-118.337059,90.0,33,True,102,33_593_0,2022-02-22 10:26:37,2022-02-22 10:24:55
8159,34.057621,-118.230927,21.0,33,True,206,33_575_1,2022-02-22 10:26:37,2022-02-22 10:23:11
8274,33.993851,-118.452957,45.0,33,True,128,33_575_1,2022-02-22 10:26:37,2022-02-22 10:24:29
4093,34.002789,-118.435555,225.0,33,True,258,33_574_1,2022-02-22 10:26:37,2022-02-22 10:22:19
8146,34.057018,-118.231216,276.0,33,True,258,33_575_1,2022-02-22 10:26:37,2022-02-22 10:22:19
8303,34.043762,-118.284515,112.0,33,True,49,33_589_0,2022-02-22 10:26:37,2022-02-22 10:25:48
8269,34.0519869,-118.243607,30.0,33,True,23,33_589_0,2022-02-22 10:26:37,2022-02-22 10:26:14
8140,34.017941,-118.408546,225.0,33,True,154,33_575_1,2022-02-22 10:26:37,2022-02-22 10:24:03
3984,34.029572,-118.388161,236.0,33,True,102,33_574_1,2022-02-22 10:26:37,2022-02-22 10:24:55
3985,34.045055,-118.251411,60.0,33,True,23,33_574_1,2022-02-22 10:26:37,2022-02-22 10:26:14
3944,33.994015,-118.476006,220.0,33,True,154,33_593_0,2022-02-22 10:26:37,2022-02-22 10:24:03
3967,34.035347,-118.2658,120.0,33,True,76,33_593_0,2022-02-22 10:26:37,2022-02-22 10:25:21
8299,34.035706,-118.376816,45.0,33,True,35,33_589_0,2022-02-22 10:26:47,2022-02-22 10:26:12
4172,34.047173,-118.346664,260.0,33,True,296,33_575_1,2022-02-22 10:26:47,2022-02-22 10:21:51
4151,34.044724,-118.292809,270.0,33,True,9,33_575_1,2022-02-22 10:26:47,2022-02-22 10:26:38
8312,34.004494,-118.431885,45.0,33,True,61,33_589_0,2022-02-22 10:26:47,2022-02-22 10:25:46
8114,34.023659,-118.398094,45.0,33,True,61,33_593_0,2022-02-22 10:26:47,2022-02-22 10:25:46
4079,34.046677,-118.337059,90.0,33,True,113,33_593_0,2022-02-22 10:26:47,2022-02-22 10:24:54
8159,34.057621,-118.230927,21.0,33,True,218,33_575_1,2022-02-22 10:26:47,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,140,33_575_1,2022-02-22 10:26:47,2022-02-22 10:24:27
4093,34.002789,-118.435555,225.0,33,True,270,33_574_1,2022-02-22 10:26:47,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,270,33_575_1,2022-02-22 10:26:47,2022-02-22 10:22:17
8303,34.043762,-118.284515,112.0,33,True,61,33_589_0,2022-02-22 10:26:47,2022-02-22 10:25:46
8269,34.0519869,-118.243607,30.0,33,True,35,33_589_0,2022-02-22 10:26:47,2022-02-22 10:26:12
8140,34.01178,-118.419365,225.0,33,True,9,33_575_1,2022-02-22 10:26:47,2022-02-22 10:26:38
3984,34.029572,-118.388161,236.0,33,True,113,33_574_1,2022-02-22 10:26:47,2022-02-22 10:24:54
3985,34.045055,-118.251411,60.0,33,True,35,33_574_1,2022-02-22 10:26:47,2022-02-22 10:26:12
3944,33.994015,-118.476006,220.0,33,True,166,33_593_0,2022-02-22 10:26:47,2022-02-22 10:24:01
3967,34.035347,-118.2658,120.0,33,True,87,33_593_0,2022-02-22 10:26:47,2022-02-22 10:25:20
8299,34.035706,-118.376816,45.0,33,True,44,33_589_0,2022-02-22 10:26:57,2022-02-22 10:26:13
4151,34.044724,-118.292809,270.0,33,True,18,33_575_1,2022-02-22 10:26:57,2022-02-22 10:26:39
8312,34.004494,-118.431885,45.0,33,True,70,33_589_0,2022-02-22 10:26:57,2022-02-22 10:25:47
8114,34.023659,-118.398094,45.0,33,True,70,33_593_0,2022-02-22 10:26:57,2022-02-22 10:25:47
4079,34.046677,-118.337059,90.0,33,True,122,33_593_0,2022-02-22 10:26:57,2022-02-22 10:24:55
8159,34.057621,-118.230927,21.0,33,True,227,33_575_1,2022-02-22 10:26:57,2022-02-22 10:23:10
8274,33.993851,-118.452957,45.0,33,True,148,33_575_1,2022-02-22 10:26:57,2022-02-22 10:24:29
4093,34.002789,-118.435555,225.0,33,True,279,33_574_1,2022-02-22 10:26:57,2022-02-22 10:22:18
8146,34.057018,-118.231216,276.0,33,True,279,33_575_1,2022-02-22 10:26:57,2022-02-22 10:22:18
8303,34.043762,-118.284515,112.0,33,True,70,33_589_0,2022-02-22 10:26:57,2022-02-22 10:25:47
8269,34.0519869,-118.243607,30.0,33,True,44,33_589_0,2022-02-22 10:26:57,2022-02-22 10:26:13
8140,34.01178,-118.419365,225.0,33,True,18,33_575_1,2022-02-22 10:26:57,2022-02-22 10:26:39
3984,34.029572,-118.388161,236.0,33,True,122,33_574_1,2022-02-22 10:26:57,2022-02-22 10:24:55
3985,34.045055,-118.251411,60.0,33,True,44,33_574_1,2022-02-22 10:26:57,2022-02-22 10:26:13
3944,33.994015,-118.476006,220.0,33,True,174,33_593_0,2022-02-22 10:26:57,2022-02-22 10:24:03
3967,34.035347,-118.2658,120.0,33,True,96,33_593_0,2022-02-22 10:26:57,2022-02-22 10:25:21
8299,34.038235,-118.372429,45.0,33,True,3,33_589_0,2022-02-22 10:27:07,2022-02-22 10:27:04
4172,34.047173,-118.346664,-4.0,33,False,3,nan,2022-02-22 10:27:07,2022-02-22 10:27:04
4151,34.044724,-118.292809,270.0,33,True,29,33_575_1,2022-02-22 10:27:07,2022-02-22 10:26:38
8312,34.004494,-118.431885,45.0,33,True,82,33_589_0,2022-02-22 10:27:07,2022-02-22 10:25:45
8114,34.023659,-118.398094,45.0,33,True,82,33_593_0,2022-02-22 10:27:07,2022-02-22 10:25:45
4079,34.046677,-118.337059,90.0,33,True,134,33_593_0,2022-02-22 10:27:07,2022-02-22 10:24:53
8159,34.057621,-118.230927,21.0,33,True,238,33_575_1,2022-02-22 10:27:07,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,160,33_575_1,2022-02-22 10:27:07,2022-02-22 10:24:27
4093,34.002789,-118.435555,225.0,33,True,290,33_574_1,2022-02-22 10:27:07,2022-02-22 10:22:17
8146,34.057018,-118.231216,276.0,33,True,290,33_575_1,2022-02-22 10:27:07,2022-02-22 10:22:17
8303,34.043762,-118.284515,112.0,33,True,82,33_589_0,2022-02-22 10:27:07,2022-02-22 10:25:45
8269,34.0519869,-118.243607,30.0,33,True,55,33_589_0,2022-02-22 10:27:07,2022-02-22 10:26:12
8140,34.01178,-118.419365,225.0,33,True,29,33_575_1,2022-02-22 10:27:07,2022-02-22 10:26:38
3984,34.0276179,-118.391701,225.0,33,True,3,33_574_1,2022-02-22 10:27:07,2022-02-22 10:27:04
3985,34.045055,-118.251411,60.0,33,True,56,33_574_1,2022-02-22 10:27:07,2022-02-22 10:26:11
3944,33.994041,-118.476006,220.0,33,True,3,33_593_0,2022-02-22 10:27:07,2022-02-22 10:27:04
3967,34.035347,-118.2658,120.0,33,True,108,33_593_0,2022-02-22 10:27:07,2022-02-22 10:25:19
8299,34.038235,-118.372429,45.0,33,True,12,33_589_0,2022-02-22 10:27:17,2022-02-22 10:27:05
4172,34.047173,-118.346664,-4.0,33,False,12,nan,2022-02-22 10:27:17,2022-02-22 10:27:05
4151,34.044724,-118.292809,270.0,33,True,38,33_575_1,2022-02-22 10:27:17,2022-02-22 10:26:39
8312,34.004494,-118.431885,45.0,33,True,91,33_589_0,2022-02-22 10:27:17,2022-02-22 10:25:46
8114,34.023659,-118.398094,45.0,33,True,91,33_593_0,2022-02-22 10:27:17,2022-02-22 10:25:46
4079,34.046677,-118.337059,90.0,33,True,143,33_593_0,2022-02-22 10:27:17,2022-02-22 10:24:54
8159,34.057621,-118.230927,21.0,33,True,247,33_575_1,2022-02-22 10:27:17,2022-02-22 10:23:10
8274,33.993851,-118.452957,45.0,33,True,169,33_575_1,2022-02-22 10:27:17,2022-02-22 10:24:28
4093,34.002789,-118.435555,225.0,33,True,299,33_574_1,2022-02-22 10:27:17,2022-02-22 10:22:18
8146,34.057018,-118.231216,276.0,33,True,299,33_575_1,2022-02-22 10:27:17,2022-02-22 10:22:18
8303,34.043762,-118.284515,112.0,33,True,91,33_589_0,2022-02-22 10:27:17,2022-02-22 10:25:46
8269,34.0519869,-118.243607,30.0,33,True,64,33_589_0,2022-02-22 10:27:17,2022-02-22 10:26:13
8140,34.01178,-118.419365,225.0,33,True,38,33_575_1,2022-02-22 10:27:17,2022-02-22 10:26:39
3984,34.0276179,-118.391701,225.0,33,True,12,33_574_1,2022-02-22 10:27:17,2022-02-22 10:27:05
3985,34.045055,-118.251411,60.0,33,True,65,33_574_1,2022-02-22 10:27:17,2022-02-22 10:26:12
3944,33.994041,-118.476006,220.0,33,True,12,33_593_0,2022-02-22 10:27:17,2022-02-22 10:27:05
3967,34.035347,-118.2658,120.0,33,True,117,33_593_0,2022-02-22 10:27:17,2022-02-22 10:25:20
8299,34.038235,-118.372429,45.0,33,True,24,33_589_0,2022-02-22 10:27:28,2022-02-22 10:27:04
4172,34.047173,-118.346664,-4.0,33,False,24,nan,2022-02-22 10:27:28,2022-02-22 10:27:04
4151,34.044724,-118.292809,270.0,33,True,50,33_575_1,2022-02-22 10:27:28,2022-02-22 10:26:38
8312,34.004494,-118.431885,45.0,33,True,102,33_589_0,2022-02-22 10:27:28,2022-02-22 10:25:46
8114,34.023659,-118.398094,45.0,33,True,102,33_593_0,2022-02-22 10:27:28,2022-02-22 10:25:46
4079,34.046677,-118.337059,90.0,33,True,154,33_593_0,2022-02-22 10:27:28,2022-02-22 10:24:54
8159,34.057621,-118.230927,21.0,33,True,259,33_575_1,2022-02-22 10:27:28,2022-02-22 10:23:09
8274,33.993851,-118.452957,45.0,33,True,180,33_575_1,2022-02-22 10:27:28,2022-02-22 10:24:28
8303,34.043762,-118.284515,112.0,33,True,102,33_589_0,2022-02-22 10:27:28,2022-02-22 10:25:46
8269,34.0519869,-118.243607,30.0,33,True,76,33_589_0,2022-02-22 10:27:28,2022-02-22 10:26:12
8140,34.01178,-118.419365,225.0,33,True,50,33_575_1,2022-02-22 10:27:28,2022-02-22 10:26:38
3984,34.0276179,-118.391701,225.0,33,True,24,33_574_1,2022-02-22 10:27:28,2022-02-22 10:27:04
3985,34.045055,-118.251411,60.0,33,True,76,33_574_1,2022-02-22 10:27:28,2022-02-22 10:26:12
3944,33.994041,-118.476006,220.0,33,True,24,33_593_0,2022-02-22 10:27:28,2022-02-22 10:27:04
3967,34.035347,-118.2658,120.0,33,True,128,33_593_0,2022-02-22 10:27:28,2022-02-22 10:25:20
8299,34.038235,-118.372429,45.0,33,True,33,33_589_0,2022-02-22 10:27:38,2022-02-22 10:27:05
4172,34.047173,-118.346664,-4.0,33,False,33,nan,2022-02-22 10:27:38,2022-02-22 10:27:05
4151,34.044147,-118.296089,255.0,33,True,7,33_575_1,2022-02-22 10:27:38,2022-02-22 10:27:31
8312,34.004494,-118.431885,45.0,33,True,111,33_589_0,2022-02-22 10:27:38,2022-02-22 10:25:47
8114,34.023659,-118.398094,45.0,33,True,111,33_593_0,2022-02-22 10:27:38,2022-02-22 10:25:47
4079,34.046677,-118.337059,90.0,33,True,163,33_593_0,2022-02-22 10:27:38,2022-02-22 10:24:55
8159,34.057621,-118.230927,21.0,33,True,268,33_575_1,2022-02-22 10:27:38,2022-02-22 10:23:10
4191,34.043297,-118.24807,-4.0,33,False,7,nan,2022-02-22 10:27:38,2022-02-22 10:27:31
8274,33.993851,-118.452957,45.0,33,True,190,33_575_1,2022-02-22 10:27:38,2022-02-22 10:24:28
8303,34.043762,-118.284515,112.0,33,True,111,33_589_0,2022-02-22 10:27:38,2022-02-22 10:25:47
8269,34.0519869,-118.243607,30.0,33,True,85,33_589_0,2022-02-22 10:27:38,2022-02-22 10:26:13
8140,34.01178,-118.419365,225.0,33,True,59,33_575_1,2022-02-22 10:27:38,2022-02-22 10:26:39
3984,34.0276179,-118.391701,225.0,33,True,33,33_574_1,2022-02-22 10:27:38,2022-02-22 10:27:05
3985,34.045055,-118.251411,60.0,33,True,85,33_574_1,2022-02-22 10:27:38,2022-02-22 10:26:13
3944,33.994041,-118.476006,220.0,33,True,33,33_593_0,2022-02-22 10:27:38,2022-02-22 10:27:05
3967,34.035347,-118.2658,120.0,33,True,137,33_593_0,2022-02-22 10:27:38,2022-02-22 10:25:21
8299,34.038235,-118.372429,45.0,33,True,44,33_589_0,2022-02-22 10:27:48,2022-02-22 10:27:04
4172,34.047173,-118.346664,-4.0,33,False,44,nan,2022-02-22 10:27:48,2022-02-22 10:27:04
